ID,time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
AS14.01,2014-04-04,6.2,0.2,0.4,3.0405434689758195,2259.7439999580383,2.0,1.0,544.2919999999998,1655.983,33.656000000000006,0.0,0.0,,58.754,659.658,47.657000000000004,0.0,54.41400000000001,
AS14.01,2014-04-05,6.8,-0.4,0.6,2.856055252882692,928.460999965668,0.0,0.0,341.36599999999993,573.914,0.0,0.0,0.0,,34.72,196.14700000000002,126.62999999999998,0.0,64.569,
AS14.01,2014-04-06,6.5,-0.75,0.5,1.545787186619235,1260.5760002136233,4.0,0.0,353.17600000000004,606.3459999999999,0.0,0.0,114.406,,37.499,123.714,0.0,0.0,46.249,
AS14.01,2014-04-07,6.5,-0.6666666666666666,0.25,1.2160949081836292,1330.9779999256134,1.0,0.0,401.6120000000001,1271.2039999999997,14.201999999999998,46.128,0.0,,55.842,496.4690000000001,0.0,0.0,5.064,
AS14.01,2014-04-08,6.6,-0.4,0.3333333333333333,1.8078493982723634,3296.592000961304,1.0,0.0,462.62999999999965,2651.0820000000012,20.386,19.131,0.0,,50.412,822.8479999999997,0.0,0.0,14.071,
AS14.01,2014-04-09,7.4,-0.8,1.0,2.88921874877589,3175.1700012683864,4.0,0.0,580.5429999999997,1994.636,9.089,0.0,0.0,,42.256,1106.9619999999998,0.0,0.0,12.047,
AS14.01,2014-04-10,7.4,-0.4,0.8,1.8951145246773857,1173.2300000190735,7.0,0.0,357.5390000000001,982.1449999999999,38.759,0.0,1.059,,39.57800000000001,466.192,0.0,0.0,104.94299999999998,
AS14.01,2014-04-11,7.0,-1.2,0.8,1.9196688497534522,1491.7949995994566,0.0,0.0,421.7179999999999,1267.7439999999995,39.488,13.824000000000002,0.0,,51.452,317.27,34.234,0.0,30.318,
AS14.01,2014-04-12,7.25,-0.75,0.75,1.7339774752876362,514.7800009250642,0.0,0.0,167.2300000000001,395.76800000000003,19.607,0.0,0.0,,38.336000000000006,264.432,5.031,0.0,142.348,
AS14.01,2014-04-13,8.0,-1.25,1.0,0.33651189490489736,446.69499945640564,0.0,0.0,281.0689999999999,267.405,4.282,52.301,0.0,,58.05,34.501999999999995,0.0,0.0,0.0,
AS14.01,2014-04-14,7.2,-1.2,0.6,2.0132955472772207,1627.7860000133514,1.0,1.0,540.4050000000002,1315.6240000000003,50.013,28.082,0.0,,77.764,368.185,29.104,0.0,115.055,
AS14.01,2014-04-15,6.4,0.0,0.8,2.162691666737406,1628.3919985294342,8.0,1.0,644.3050000000001,1969.792,9.187999999999999,13.043,0.0,,48.597,788.5949999999999,8.363,0.0,32.314,
AS14.01,2014-04-16,7.2,0.75,0.5,2.786648067050933,2421.2459988594055,0.0,1.0,513.4620000000001,1617.7790000000007,52.489999999999995,0.0,0.0,,40.784,597.784,0.0,0.0,41.373000000000005,
AS14.01,2014-04-17,6.6,-0.4,0.6,1.3660285601303237,1518.7609999179838,2.0,0.0,369.88999999999993,1173.1149999999998,4.013,0.0,0.0,,32.456,523.4170000000001,0.0,0.0,15.511,
AS14.01,2014-04-18,6.8,-0.8,0.8,2.256792160679426,1072.5179996490479,1.0,0.0,358.2500000000001,715.2479999999999,27.284,63.494,0.0,,47.788999999999994,140.966,63.873999999999995,0.0,12.134,
AS14.01,2014-04-19,7.8,-0.2,1.0,2.3863658813721664,1305.7900006771085,1.0,0.0,359.57899999999995,1260.7439999999997,2.015,39.382000000000005,29.084,,31.482,189.95799999999997,0.0,0.0,46.327,
AS14.01,2014-04-20,7.25,-0.25,0.75,1.7207735899916674,1061.3450002670288,2.0,2.0,445.80400000000003,894.0090000000001,17.686,10.606,0.0,,34.202,526.8290000000001,0.0,0.0,69.61200000000001,
AS14.01,2014-04-21,7.6,-0.25,1.0,2.448985415237932,818.0879993438721,2.0,0.0,299.2170000000001,558.2710000000001,11.049,33.266,0.0,,31.682,160.66,11.065,0.0,47.907000000000004,
AS14.01,2014-04-22,7.4,0.2,1.0,2.206309243735009,2591.0179991722107,2.0,0.0,532.6389999999999,2967.3050000000003,87.628,38.453,0.0,,63.16,367.5639999999999,0.0,0.0,77.435,
AS14.01,2014-04-23,7.6,0.2,1.0,1.1036565392103728,2503.8469998836517,1.0,0.0,465.76399999999967,1742.0649999999994,14.399999999999999,18.051,0.0,,42.398,279.475,0.0,0.0,47.221000000000004,
AS14.01,2014-04-24,7.6,-0.4,1.0,1.221671716656823,1235.0529997348783,1.0,0.0,453.9489999999999,1525.8869999999995,55.004000000000005,16.135,0.0,,31.933,767.0220000000002,51.184,0.0,108.14900000000002,
AS14.01,2014-04-25,7.2,-0.2,0.8,2.617465527283859,1977.0059988498688,2.0,1.0,362.0040000000002,1878.6029999999998,63.044000000000004,21.070999999999998,0.0,,33.483000000000004,399.45500000000004,63.315999999999995,0.0,93.70800000000001,
AS14.01,2014-04-26,7.6,-0.2,1.0,4.927721747357405,960.5139997005464,3.0,4.0,334.86000000000007,561.9559999999998,0.0,27.266999999999996,0.0,,46.205,45.344,329.47499999999997,3.148,153.56,
AS14.01,2014-04-27,7.5,0.0,1.0,0.6705363235772013,488.0970003604889,0.0,0.0,188.015,422.25899999999996,23.133000000000003,0.0,0.0,,42.559,27.47,0.0,0.0,60.337999999999994,
AS14.01,2014-04-28,7.6,-0.8,0.8,0.47220774092157364,822.3070003986359,2.0,0.0,368.90999999999997,765.1229999999998,64.744,46.306999999999995,0.0,,40.222,182.35000000000002,0.0,0.0,134.914,
AS14.01,2014-04-29,7.0,-0.25,1.0,2.4661979647081074,1305.5499997138975,0.0,0.0,422.52799999999985,997.8689999999998,41.870999999999995,0.0,38.211,,40.471999999999994,86.293,41.982,0.0,86.28,
AS14.01,2014-04-30,7.8,-0.4,0.75,3.6252350169779333,2163.1159992218018,1.0,0.0,338.353,1503.7079999999999,53.32599999999999,46.214,,,29.502,89.16599999999998,188.021,0.0,3.051,
AS14.01,2014-05-01,8.0,-0.4,1.0,0.8895664355437688,2505.2759988307957,7.0,4.0,562.545,2303.1780000000003,17.995,182.087,,,44.43,452.176,,0.0,67.307,
AS14.01,2014-05-02,7.6,-0.2,1.0,1.8561844631226165,1697.6609997749326,,0.0,337.295,1276.2839999999994,0.0,160.58399999999997,,,32.443,284.383,,0.0,11.083,
AS14.01,2014-05-03,8.0,-0.2,1.0,1.7217812374841288,1087.9189999103548,,1.0,248.558,734.241,74.88500000000002,33.263,,,40.568999999999996,116.322,,30.102,4.07,
AS14.01,2014-05-04,8.0,-0.5,1.0,2.8600279759178053,933.2369999885558,,,212.81099999999995,721.3399999999999,13.914,,,,35.525000000000006,65.302,,,0.0,
AS14.01,2014-05-05,,,,0.0862685499731807,93.96899986267096,,,67.07000000000001,320.55000000000007,,,,,,25.104,,,3.47,
AS14.01,2014-05-06,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-07,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-08,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-09,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-10,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-11,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-12,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-13,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-14,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-15,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-16,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-17,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-18,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-19,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-20,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-21,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-22,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-23,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-24,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-25,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-26,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-27,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-28,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-29,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-30,,,,,,,,,,,,,,,,,,,
AS14.01,2014-05-31,,,,,,,,,,,,,,,,,,,
AS14.01,2014-06-01,,,,,,,,,,,,,,,,,,,
AS14.01,2014-06-02,,,,,,,,,,,,,,,,,,,
AS14.01,2014-06-03,,,,,,,,,,,,,,,,,,,
AS14.01,2014-06-04,,,,,,,,,,,,,,,,,,,
AS14.01,2014-06-05,,,,,,,,,,,,,,,,,,,
AS14.01,2014-06-06,,,,,,,,,,,,,,,,,,,
AS14.01,2014-06-07,,,,,,,,,,,,,,,,,,,
AS14.01,2014-06-08,,,,,,,,,,,,,,,,,,,
AS14.01,2014-06-09,,,,,,,,,,,,,,,,,,,
AS14.02,2014-02-17,,,,,,4.0,2.0,,,,,,,,,,,,
AS14.02,2014-02-18,,,,,,3.0,1.0,,,,,,,,,,,,
AS14.02,2014-02-19,,,,,,6.0,3.0,,,,,,,,,,,,
AS14.02,2014-02-20,,,,,,2.0,0.0,,,,,,,,,,,,
AS14.02,2014-02-21,,,,,,6.0,3.0,,,,,,,,,,,,
AS14.02,2014-02-22,,,,,,4.0,5.0,,,,,,,,,,,,
AS14.02,2014-02-23,,,,,,4.0,1.0,,,,,,,,,,,,
AS14.02,2014-02-24,,,,,,7.0,2.0,,,,,,,,,,,,
AS14.02,2014-02-25,,,,,,9.0,2.0,,,,,,,,,,,,
AS14.02,2014-02-26,,,,,,3.0,0.0,,,,,,,,,,,,
AS14.02,2014-02-27,,,,,,9.0,0.0,,,,,,,,,,,,
AS14.02,2014-02-28,,,,,,9.0,3.0,,,,,,,,,,,,
AS14.02,2014-03-01,,,,,,3.0,2.0,,,,,,,,,,,,
AS14.02,2014-03-02,,,,,,1.0,0.0,,,,,,,,,,,,
AS14.02,2014-03-03,,,,,,4.0,0.0,,,,,,,,,,,,
AS14.02,2014-03-04,,,,,,9.0,1.0,,,,,,,,,,,,
AS14.02,2014-03-05,,,,,,3.0,0.0,,,,,,,,,,,,
AS14.02,2014-03-06,,,,,,12.0,1.0,,,,,,,,,,,,
AS14.02,2014-03-07,,,,,,5.0,3.0,,,,,,,,,,,,
AS14.02,2014-03-08,,,,,,11.0,1.0,,,,,,,,,,,,
AS14.02,2014-03-09,,,,,,4.0,0.0,,,,,,,,,,,,
AS14.02,2014-03-10,,,,,,11.0,4.0,,,,,,,,,,,,
AS14.02,2014-03-11,,,,,,6.0,4.0,,,,,,,,,,,,
AS14.02,2014-03-12,,,,,,7.0,1.0,,,,,,,,,,,,
AS14.02,2014-03-13,,,,,,3.0,1.0,,,,,,,,,,,,
AS14.02,2014-03-14,,,,,926.1620004177096,6.0,0.0,48.143,636.542,64.648,,,,11.076,28.631,,,,
AS14.02,2014-03-15,,,,,2441.461000919342,7.0,0.0,305.99399999999997,1251.1170000000002,37.629999999999995,,,,0.0,0.0,125.70000000000002,,,
AS14.02,2014-03-16,6.333333333333333,0.0,0.0,,1757.4629998207092,4.0,1.0,300.1,729.2099999999999,0.0,,,,55.785999999999994,181.591,0.0,,,
AS14.02,2014-03-17,6.75,0.5,0.5,1.17647890465228,1752.025001049042,4.0,0.0,322.227,973.1200000000001,1.089,,,,73.68999999999998,103.02799999999999,0.0,,,
AS14.02,2014-03-18,8.2,0.6,0.8,5.267625222130502,2334.3930008411403,15.0,1.0,305.82200000000006,1233.7799999999997,15.459000000000001,,,,20.387999999999998,212.36399999999995,0.0,,,
AS14.02,2014-03-19,6.8,0.4,0.4,7.575162164415436,2260.0530004501343,5.0,1.0,316.1290000000001,816.3429999999995,43.645999999999994,,,,34.108999999999995,47.815,303.331,,,
AS14.02,2014-03-20,7.25,-0.5,0.75,5.736599045048336,1647.503001451492,10.0,1.0,359.984,810.2660000000002,30.814000000000007,,,,60.288999999999994,131.598,0.0,,,
AS14.02,2014-03-21,7.5,-0.75,0.75,6.95107019760258,2124.7430000305176,10.0,1.0,379.347,738.0640000000001,0.0,,,,37.944,251.17099999999996,218.536,,,
AS14.02,2014-03-22,6.5,-1.0,-0.5,10.705048483989632,3120.0060019493103,25.0,1.0,559.3760000000002,1137.737,67.38600000000001,,,,43.204,408.667,548.9639999999999,,,
AS14.02,2014-03-23,6.25,-1.0,0.0,5.393943140670647,2021.1640007495878,8.0,1.0,282.006,484.22799999999995,71.33000000000001,,,,27.543,171.994,709.6880000000001,,,
AS14.02,2014-03-24,6.4,0.2,-0.2,3.746991900035999,1589.0179994106293,5.0,0.0,185.87800000000004,755.6150000000001,107.881,,,,31.515,148.727,0.0,,,
AS14.02,2014-03-25,7.75,-1.25,0.75,5.5323277165548905,2109.925999879837,7.0,0.0,379.182,907.127,8.452,,,,50.375,148.447,0.0,,,
AS14.02,2014-03-26,7.2,-1.2,0.4,7.054883097740211,2177.455000638962,5.0,0.0,317.2219999999999,807.3950000000002,133.95399999999998,,,,41.95,590.913,0.0,,,
AS14.02,2014-03-27,7.25,0.0,0.5,5.492376214131624,2153.803998947144,3.0,0.0,306.46100000000007,1126.6789999999996,43.096000000000004,,,,47.03,81.366,0.0,,67.16300000000001,
AS14.02,2014-03-28,6.8,-0.6,0.6,6.278359873875348,1992.3239991664889,8.0,2.0,266.93500000000006,880.6239999999999,80.627,,,,73.397,622.7650000000001,0.0,,0.0,
AS14.02,2014-03-29,7.25,-0.75,0.25,10.379264521449482,1454.7719976902006,4.0,0.0,408.2709999999998,313.516,11.649,,,,28.649000000000004,246.059,255.39600000000004,,0.0,
AS14.02,2014-03-30,7.0,-1.0,0.75,5.56340810226126,1331.4259996414182,10.0,1.0,228.76199999999994,388.82400000000007,103.05900000000001,,,,113.22800000000001,322.901,0.0,,0.0,
AS14.02,2014-03-31,7.2,-0.8,0.4,3.7529501679426365,2429.819998979568,14.0,2.0,350.24199999999996,1039.3899999999999,67.7,,,,49.515,281.29900000000004,0.0,,0.0,
AS14.02,2014-04-01,7.4,-0.2,0.8,6.287052772537307,2242.7509973049164,2.0,1.0,170.60699999999994,612.9729999999998,12.33,,,,23.899,191.12099999999998,20.078000000000003,,0.0,
AS14.02,2014-04-02,6.4,-0.6,-0.2,7.658893483191203,2203.2760007381444,2.0,0.0,268.3409999999999,1009.719,71.623,,,,49.878,317.901,0.0,,0.0,
AS14.02,2014-04-03,5.75,-0.25,0.0,7.740140157839726,3074.4090011119843,2.0,0.0,323.868,1686.9709999999995,46.336,,,,56.13199999999999,122.42099999999999,127.31299999999999,,0.0,
AS14.02,2014-04-04,6.4,-1.2,0.2,5.454488558615051,2413.9750010967255,5.0,0.0,230.89200000000005,995.2939999999999,23.711,,,,94.886,141.32000000000002,0.0,,0.0,
AS14.02,2014-04-05,7.4,0.0,0.6,7.726073339532607,2426.0100009441376,9.0,1.0,440.0260000000001,1315.834,134.68600000000004,,,,27.569,258.611,127.903,,0.0,
AS14.02,2014-04-06,4.5,-1.0,-1.25,3.4433523225736393,1192.2689983844755,6.0,0.0,153.56799999999998,451.4140000000001,96.25699999999999,,,,30.011000000000003,254.54500000000004,0.0,,0.0,
AS14.02,2014-04-07,6.8,0.0,0.6,3.2765696255063905,2371.2689983844757,2.0,0.0,170.8319999999999,575.363,28.509,,,,33.016999999999996,699.864,0.0,,0.0,
AS14.02,2014-04-08,6.25,-0.25,0.5,6.2868249029175365,2248.771999359131,10.0,1.0,336.43800000000016,988.672,39.235,,,,64.12100000000001,416.089,0.0,,0.0,
AS14.02,2014-04-09,7.25,-0.5,0.25,5.933036353077366,1956.7460002899172,12.0,1.0,345.05099999999976,731.643,63.979,,,,18.92,140.492,0.0,,0.0,
AS14.02,2014-04-10,7.25,0.25,0.75,6.258014492239036,1638.2749979496002,1.0,1.0,325.75599999999986,741.2130000000003,170.363,,,,21.351,464.58900000000006,126.98,,2.045,
AS14.02,2014-04-11,6.5,-0.5,0.5,10.187554255402484,2622.392001390457,7.0,1.0,352.14499999999987,1066.6280000000002,147.25499999999997,,,,12.979,319.6449999999999,571.2270000000001,,0.0,
AS14.02,2014-04-12,6.0,-2.0,-1.0,9.079241599489027,1853.4590005874636,6.0,1.0,307.436,607.087,0.0,,,,11.016,37.467,275.435,,6.986,
AS14.02,2014-04-13,7.2,-0.6,0.4,6.955682838787198,1071.600997686386,1.0,0.0,122.897,417.64,77.71499999999999,,,,28.501,123.07099999999998,159.64600000000002,,0.0,
AS14.02,2014-04-14,8.0,0.75,1.0,4.48977720413107,1185.506000518799,8.0,7.0,160.00399999999996,567.9350000000002,95.772,,,,21.182,56.817,,,34.342,
AS14.02,2014-04-15,7.25,-0.5,0.5,2.083546598144249,259.1410002708435,14.0,1.0,18.798,92.259,19.658,,,,,25.386000000000003,,,,
AS14.02,2014-04-16,6.666666666666667,-0.3333333333333333,0.3333333333333333,0.7065527065527069,109.28399968147278,16.0,1.0,18.011000000000003,0.0,,,,,,0.0,,,,
AS14.02,2014-04-17,6.5,0.25,0.0,0.940170940170941,41.23499965667722,10.0,7.0,2.007,37.601,,,,,,0.0,,,,
AS14.02,2014-04-18,6.5,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,,,,,,0.0,,,,
AS14.02,2014-04-19,5.666666666666667,-0.6666666666666666,-0.3333333333333333,0.5,31.5420000553131,1.0,0.0,,72.341,,,,,,0.0,,,,
AS14.02,2014-04-20,5.0,-0.6666666666666666,0.0,0.0,0.0,9.0,3.0,,,,,,,,0.0,,,,
AS14.02,2014-04-21,5.5,-0.5,-0.5,0.0,0.0,8.0,0.0,,,,,,,,0.0,,,,
AS14.02,2014-04-22,5.666666666666667,-1.3333333333333333,-0.3333333333333333,0.15,13.08000016212468,15.0,2.0,,,,,,,,13.017,,,,
AS14.02,2014-04-23,5.5,0.0,0.5,0.142857142857143,,7.0,1.0,,,,,,,,,,,,
AS14.02,2014-04-24,7.0,-0.5,-0.5,0.0344827586206897,,,,,,,,,,,,,,,
AS14.02,2014-04-25,9.0,-1.0,1.0,,,,,,,,,,,,,,,,
AS14.02,2014-04-26,,,,,,,,,,,,,,,,,,,
AS14.02,2014-04-27,,,,,,,,,,,,,,,,,,,
AS14.02,2014-04-28,,,,,,,,,,,,,,,,,,,
AS14.02,2014-04-29,,,,,,,,,,,,,,,,,,,
AS14.02,2014-04-30,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-01,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-02,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-03,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-04,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-05,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-06,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-07,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-08,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-09,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-10,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-11,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-12,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-13,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-14,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-15,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-16,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-17,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-18,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-19,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-20,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-21,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-22,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-23,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-24,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-25,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-26,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-27,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-28,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-29,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-30,,,,,,,,,,,,,,,,,,,
AS14.02,2014-05-31,,,,,,,,,,,,,,,,,,,
AS14.02,2014-06-01,,,,,,,,,,,,,,,,,,,
AS14.02,2014-06-02,,,,,,,,,,,,,,,,,,,
AS14.02,2014-06-03,,,,,,,,,,,,,,,,,,,
AS14.02,2014-06-04,,,,,,,,,,,,,,,,,,,
AS14.02,2014-06-05,,,,,,,,,,,,,,,,,,,
AS14.02,2014-06-06,,,,,,,,,,,,,,,,,,,
AS14.02,2014-06-07,,,,,,,,,,,,,,,,,,,
AS14.02,2014-06-08,,,,,,,,,,,,,,,,,,,
AS14.02,2014-06-09,,,,,,,,,,,,,,,,,,,
AS14.03,2014-02-17,,,,,,,1.0,,,,,,,,,,,,
AS14.03,2014-02-18,,,,,,2.0,0.0,,,,,,,,,,,,
AS14.03,2014-02-19,,,,,,2.0,1.0,,,,,,,,,,,,
AS14.03,2014-02-20,,,,,,1.0,0.0,,,,,,,,,,,,
AS14.03,2014-02-21,,,,,,16.0,2.0,,,,,,,,,,,,
AS14.03,2014-02-22,,,,,,10.0,5.0,,,,,,,,,,,,
AS14.03,2014-02-23,,,,,,2.0,0.0,,,,,,,,,,,,
AS14.03,2014-02-24,,,,,,1.0,0.0,,,,,,,,,,,,
AS14.03,2014-02-25,,,,,,0.0,0.0,,,,,,,,,,,,
AS14.03,2014-02-26,,,,,,0.0,1.0,,,,,,,,,,,,
AS14.03,2014-02-27,,,,,,1.0,1.0,,,,,,,,,,,,
